,area,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,denominazione_struttura,lat,lng,nome_area,tipologia
31,ABR,ITF,ITF1,13,PO TAGLIACOZZO ' UMBERTO I',42.0714468,13.254958,Abruzzo,Ospedaliero
32,ABR,ITF,ITF1,13,POLIAMBULATORIO CASALENA,42.67242340000001,13.726749,Abruzzo,Territoriale
33,ABR,ITF,ITF1,13,PRESIDIO OSPEDALIERO CASTEL DI SANGRO,41.7760135,14.1164288,Abruzzo,Ospedaliero
34,ABR,ITF,ITF1,13,R.A. SANTIAGO (EX MARIA ASSUNTA),40.2089072,-8.424150899999999,Abruzzo,Territoriale
35,ABR,ITF,ITF1,13,RIABILITAZIONE WELLNESS&C.,42.5818767,13.6515266,Abruzzo,Territoriale
36,ABR,ITF,ITF1,13,RSA VILLA SAN GIOVANNI,42.4129943,14.200879,Abruzzo,Territoriale
37,ABR,ITF,ITF1,13,SERV RIAB SULMONA,42.0430508,13.9244643,Abruzzo,Territoriale
38,ABR,ITF,ITF1,13,TERAMO,42.6611431,13.6986639,Abruzzo,Ospedaliero
39,ABR,ITF,ITF1,13,UOSD MEDICINA TERRITORIALE PENITENZ.,42.4604102,14.2137543,Abruzzo,Territoriale
40,BAS,ITF,ITF5,17,AMB. E LAB. PLESSO DI LAURIA,40.0423842,15.8339274,Basilicata,Territoriale
41,BAS,ITF,ITF5,17,AMB. TERR. VILLA D'AGRI,40.3560734,15.8289403,Basilicata,Territoriale
42,BAS,ITF,ITF5,17,ANGELUS SRL,40.2064259,16.6645147,Basilicata,Territoriale
43,BAS,ITF,ITF5,17,AZIENDA OSPEDALIERA REGIONALE 'S. CARLO',40.6518718,15.8062809,Basilicata,Ospedaliero
44,BAS,ITF,ITF5,17,AZIENDA SANITARIA LOCALE DI MATERA  ASM,40.6502172,16.6180353,Basilicata,Ospedaliero
45,BAS,ITF,ITF5,17,AZIENDA SANITARIA LOCALE DI POTENZA ASP,40.63694419999999,15.8087951,Basilicata,Ospedaliero
46,BAS,ITF,ITF5,17,C.R.O.B. - I.R.C.C.S.,40.931324,15.6751518,Basilicata,Ospedaliero
47,BAS,ITF,ITF5,17,DISTRETTO SANITARIO-CALCIANO-,40.587387,16.1900453,Basilicata,Territoriale
48,BAS,ITF,ITF5,17,DISTRETTO SANITARIO-SALANDRA-,40.5253147,16.3202127,Basilicata,Territoriale
49,BAS,ITF,ITF5,17,DISTRETTO SANITARIO-TRICARICO-,40.623233,16.142827,Basilicata,Territoriale
50,BAS,ITF,ITF5,17,DISTRETTO TURSI,40.2469249,16.4689819,Basilicata,Territoriale
51,BAS,ITF,ITF5,17,FONDAZIONE DON CARLO GNOCCHI - ONLUS,40.7938816,15.9206841,Basilicata,Ospedaliero
52,BAS,ITF,ITF5,17,OSP S.FRANCESCO DI PAOLA DI PESCOPAGANO,40.8344799,15.3946364,Basilicata,Ospedaliero
53,BAS,ITF,ITF5,17,OSP S.PIO DA PIETRELCINA DI VILLA D'AGRI,40.3614944,15.8259538,Basilicata,Ospedaliero
54,BAS,ITF,ITF5,17,OSPEDALE DISTRETTUALE  DI VENOSA,40.9599106,15.807957,Basilicata,Territoriale
55,BAS,ITF,ITF5,17,OSPEDALE S.GIOVANNI DI DIO - MELFI,40.9968812,15.6412879,Basilicata,Ospedaliero
56,BAS,ITF,ITF5,17,OSPEDALE S.GIOVANNI DI LAGONEGRO,40.1268782,15.7610217,Basilicata,Ospedaliero
57,BAS,ITF,ITF5,17,OSPEDALE SAN CARLO DI POTENZA,40.6518718,15.8062809,Basilicata,Ospedaliero
58,BAS,ITF,ITF5,17,POLIAMBULATORIO DI SENISE,40.1477149,16.2917876,Basilicata,Territoriale
59,BAS,ITF,ITF5,17,POLIAMBULATORIO MADRE TERESA DI CALCUTTA,40.63369489999999,15.7871363,Basilicata,Territoriale
60,BAS,ITF,ITF5,17,PRESIDIO DISTRETTUALE STIGLIANO,40.4002163,16.2347019,Basilicata,Ospedaliero
61,BAS,ITF,ITF5,17,PRESIDIO DISTRETTUALE TRICARICO,40.6178561,16.1483627,Basilicata,Ospedaliero
62,BAS,ITF,ITF5,17,PRESIDIO OSPEDALIERO -  MATERA,40.6533971,16.6115395,Basilicata,Ospedaliero
63,BAS,ITF,ITF5,17,PRESIDIO OSPEDALIERO POLICORO,40.2139422,16.6707648,Basilicata,Territoriale
64,BAS,ITF,ITF5,17,SEDE DEC. C.DSB RIONERO IN V.,40.925797,15.6731699,Basilicata,Territoriale
65,BAS,ITF,ITF5,17,UNIVERSO SALUTE SRL POTENZA,40.6536498,15.8009685,Basilicata,Ospedaliero
66,CAL,ITF,ITF6,18,A.O.U. MATER DOMINI CATANZARO,38.912959,16.5694587,Calabria,Ospedaliero
67,CAL,ITF,ITF6,18,A.S.P. CATANZARO,38.91552060000001,16.5876456,Calabria,Ospedaliero
68,CAL,ITF,ITF6,18,A.S.P. COSENZA,39.2982773,16.2573168,Calabria,Ospedaliero
69,CAL,ITF,ITF6,18,A.S.P. CROTONE,39.0792281,17.1195758,Calabria,Ospedaliero
70,CAL,ITF,ITF6,18,A.S.P. REGGIO CALABRIA,38.1031286,15.6544871,Calabria,Ospedaliero
71,CAL,ITF,ITF6,18,A.S.P. VIBO VALENTIA,38.6748909,16.0977388,Calabria,Ospedaliero
72,CAL,ITF,ITF6,18,AIAS VADUE  DI CAROLEI,39.2820621,16.2265442,Calabria,Territoriale
73,CAL,ITF,ITF6,18,ANMI SISS - ROSSANO,39.6033139,16.6418996,Calabria,Territoriale
74,CAL,ITF,ITF6,18,ASS. COMUNITA' PROGETTO SUD,39.3087714,16.3463791,Calabria,Territoriale
75,CAL,ITF,ITF6,18,ASS. MUTUA BENEVOLENTIA,38.1492174,16.1772205,Calabria,Territoriale
76,CAL,ITF,ITF6,18,AZIENDA OSPEDALIERA DI COSENZA,39.17395,16.315384,Calabria,Ospedaliero
77,CAL,ITF,ITF6,18,CAPT MORMANNO,39.889735,15.9877604,Calabria,Territoriale
78,CAL,ITF,ITF6,18,CASA DELLA SALUTE SCILLA,38.250084,15.7183165,Calabria,Territoriale
79,CAL,ITF,ITF6,18,CASA DI CURA M.MISASI GR.S.BARTOLO,39.2916689,16.2562431,Calabria,Ospedaliero
80,CAL,ITF,ITF6,18,CASA DI CURA MADONNA DELLO SCOGLIO SRL,39.155684,16.7704054,Calabria,Ospedaliero
81,CAL,ITF,ITF6,18,CASA DI CURA S.RITA DOTT. CAPARRA,39.36757009999999,17.1226414,Calabria,Ospedaliero
82,CAL,ITF,ITF6,18,CASA DI CURA SAN FRANCESCO,39.267988,16.193349,Calabria,Ospedaliero
83,CAL,ITF,ITF6,18,CASA DI CURA SCARNATI,39.2958426,16.2485281,Calabria,Ospedaliero
84,CAL,ITF,ITF6,18,CASA DI CURA TRICARICO ROSANO SRL,39.6230204,15.8479225,Calabria,Ospedaliero
85,CAL,ITF,ITF6,18,CASA DI CURA VILLA DEL SOLE,39.3097517,16.2427497,Calabria,Ospedaliero
86,CAL,ITF,ITF6,18,CASE DELLA SALUTE MORMANNO,39.888754,15.987606,Calabria,Territoriale
87,CAL,ITF,ITF6,18,CENRO RIAB. DON MILANI LUNGRO,39.7368804,16.1229468,Calabria,Territoriale
88,CAL,ITF,ITF6,18,CENTRO RIAB ESTENSIV AQUASALUS,38.905633,16.742261,Calabria,Territoriale
89,CAL,ITF,ITF6,18,COSTRUIRE IL DOMANI ONLUS,39.1756643,16.3178556,Calabria,Territoriale
90,CAL,ITF,ITF6,18,CRE SAN DOMENICO,38.103554,15.6418196,Calabria,Territoriale
91,CAL,ITF,ITF6,18,FONDAZIONE BETANIA ONLUS,38.8644294,16.6054382,Calabria,Territoriale
92,CAL,ITF,ITF6,18,I.N.R.C.A. COSENZA,39.2923978,16.2404008,Calabria,Ospedaliero
93,CAL,ITF,ITF6,18,IGRECO OSP. RIUNITI MADONNA DELLA CATENA,39.30628350000001,16.2441531,Calabria,Ospedaliero
94,CAL,ITF,ITF6,18,ISTITUTO SANT`ANNA,39.0615211,17.130519,Calabria,Ospedaliero
95,CAL,ITF,ITF6,18,LAB DEL P.O. BEATO ANGELICO,39.3087714,16.3463791,Calabria,Territoriale
96,CAL,ITF,ITF6,18,LAC LAB.AN.DI MUNNO  -AMANTEA,38.3467521,16.4663412,Calabria,Territoriale
97,CAL,ITF,ITF6,18,ONLUS - CETRARO,39.51771,15.93818,Calabria,Territoriale
98,CAL,ITF,ITF6,18,OSPEDALE  CETRARO,39.5308756,15.9181047,Calabria,Ospedaliero
99,CAL,ITF,ITF6,18,OSPEDALE  ROSSANO,39.5963462,16.637725,Calabria,Ospedaliero
100,CAL,ITF,ITF6,18,OSPEDALE 'TIBERIO EVOLI' - MELITO P.S.,37.9177819,15.7809335,Calabria,Ospedaliero
101,CAL,ITF,ITF6,18,OSPEDALE BASSO IONIO,38.6907088,16.5412432,Calabria,Ospedaliero
102,CAL,ITF,ITF6,18,OSPEDALE CIVILE FERRARI - CASTROVILLARI,39.8179883,16.2113562,Calabria,Ospedaliero
103,CAL,ITF,ITF6,18,OSPEDALE CIVILE LOCRI,38.2358985,16.2457565,Calabria,Ospedaliero
104,CAL,ITF,ITF6,18,OSPEDALE CIVILE SAN GIOVANNI DI DIO,39.0785908,17.1180997,Calabria,Ospedaliero
105,CAL,ITF,ITF6,18,OSPEDALE CIVILE SGF,39.2507765,16.6975839,Calabria,Ospedaliero
106,CAL,ITF,ITF6,18,OSPEDALE CORIGLIANO,39.5909543,16.5208147,Calabria,Ospedaliero
107,CAL,ITF,ITF6,18,OSPEDALE DE LELLIS,38.9240778,16.5770288,Calabria,Ospedaliero
108,CAL,ITF,ITF6,18,OSPEDALE DI LAMEZIA TERME - GIOVANNI PAOLO II,38.9605768,16.3024074,Calabria,Territoriale
109,CAL,ITF,ITF6,18,OSPEDALE DI SOVERATO - BASSO IONIO,38.6907088,16.5412432,Calabria,Territoriale
110,CAL,ITF,ITF6,18,OSPEDALE DI SOVERIA MANNELLI,39.0784799,16.3812731,Calabria,Ospedaliero
111,CAL,ITF,ITF6,18,OSPEDALE GUDO CHIDICHIMO TREBISACCE,39.8733789,16.5364683,Calabria,Ospedaliero
112,CAL,ITF,ITF6,18,OSPEDALE PAOLA,39.3541398,16.0401759,Calabria,Ospedaliero
113,CAL,ITF,ITF6,18,OSPEDALE PUGLIESE,38.9202449,16.5823473,Calabria,Ospedaliero
114,CAL,ITF,ITF6,18,P.O. 'GIOVANNI XXIII',38.42476670000001,15.9057785,Calabria,Ospedaliero
115,CAL,ITF,ITF6,18,P.O. 'S. MARIA DEGLI UNGHERESI',38.409719,16.0761428,Calabria,Ospedaliero
116,CAL,ITF,ITF6,18,P.O. DI LOCRI,38.233176,16.2404468,Calabria,Territoriale
117,CAL,ITF,ITF6,18,P.O. JAZZOLINO,38.6787218,16.1032299,Calabria,Ospedaliero
118,CAL,ITF,ITF6,18,P.O. PRAIA A MARE,39.8933557,15.7831254,Calabria,Ospedaliero
119,CAL,ITF,ITF6,18,P.O. SERRA SAN BRUNO,38.55978580000001,16.3228338,Calabria,Ospedaliero
120,CAL,ITF,ITF6,18,"P.O.""JAZZOLINO""",38.6787218,16.1032299,Calabria,Territoriale
121,CAL,ITF,ITF6,18,P.O.BEATO ANGELICO,39.3087714,16.3463791,Calabria,Ospedaliero
122,CAL,ITF,ITF6,18,POLIABULATORIO MONTALTO UFFUGO,39.4013998,16.1533764,Calabria,Territoriale
123,CAL,ITF,ITF6,18,POLIAMB. POLO SAN. S.MARCO ARG,39.3087714,16.3463791,Calabria,Territoriale
124,CAL,ITF,ITF6,18,POLIAMB. SPEC. AMANTEA,39.1229608,16.0788547,Calabria,Territoriale
125,CAL,ITF,ITF6,18,POLIAMB. SPEC. SCALEA,39.8239382,15.7815433,Calabria,Territoriale
126,CAL,ITF,ITF6,18,POLIAMB. SPECIAL. PALMI,38.3626797,15.8553403,Calabria,Territoriale
127,CAL,ITF,ITF6,18,POLIAMB. SPECIAL. TAURIANOVA,38.3530606,16.012923,Calabria,Territoriale
128,CAL,ITF,ITF6,18,POLIAMB.OSPED.DI CASTROVILLARI,39.8179883,16.2113562,Calabria,Territoriale
129,CAL,ITF,ITF6,18,POLIAMB.SPEC. DI CASSANO JONIO,39.78003450000001,16.3276808,Calabria,Territoriale
130,CAL,ITF,ITF6,18,POLIAMB.SPEC.S.DEMETRIO CORONE,39.5677261,16.3631782,Calabria,Territoriale
131,CAL,ITF,ITF6,18,POLIAMBUL. POLO CASTROVILLARI,39.8179883,16.2113562,Calabria,Territoriale
132,CAL,ITF,ITF6,18,POLIAMBULATORIO  DI NICOTERA,38.5525367,15.9382935,Calabria,Territoriale
133,CAL,ITF,ITF6,18,POLIAMBULATORIO DI APRIGLIANO,39.24051,16.33955,Calabria,Territoriale
134,CAL,ITF,ITF6,18,POLIAMBULATORIO DI CARIATI,39.4898883,16.9587574,Calabria,Territoriale
135,CAL,ITF,ITF6,18,POLIAMBULATORIO P.O ROSSANO,39.5963462,16.637725,Calabria,Territoriale
136,CAL,ITF,ITF6,18,POLIAMBULATORIO P.O. CORIGLIAN,39.62725040000001,16.519418,Calabria,Territoriale
137,CAL,ITF,ITF6,18,POLIAMBULATORIO P.O. SAN GIOVANNI IN FIORE,39.2507765,16.6975839,Calabria,Territoriale
138,CAL,ITF,ITF6,18,POLIAMBULATORIO QUATTROMIGLIA,39.35861269999999,16.2417924,Calabria,Territoriale
139,CAL,ITF,ITF6,18,POLIAMBULATORIO S. S. B.,39.3087714,16.3463791,Calabria,Territoriale
140,CAL,ITF,ITF6,18,POLIAMBULATORIO TREBISACCE,39.8735771,16.5353267,Calabria,Territoriale
141,CAL,ITF,ITF6,18,POLIAMBULATORIO VIBO,38.6779063,16.1095325,Calabria,Territoriale
142,CAL,ITF,ITF6,18,POLIAMULATORIO DI ROGLIANO,39.1800582,16.3206474,Calabria,Territoriale
143,CAL,ITF,ITF6,18,POLO SANITARIO NORD,38.116249,15.6538894,Calabria,Territoriale
144,CAL,ITF,ITF6,18,POLO SANITARIO SUD,38.080082,15.6415494,Calabria,Territoriale
145,CAL,ITF,ITF6,18,PRESIDIO OSPEDALIERO LAMEZIA TERME,38.9605768,16.3024074,Calabria,Ospedaliero
146,CAL,ITF,ITF6,18,PRESIDIO OSPEDALIERO RIUNITI,38.112595,15.6548494,Calabria,Ospedaliero
147,CAL,ITF,ITF6,18,PROGETTO TERZA ETA',39.0729591,17.1269997,Calabria,Territoriale
148,CAL,ITF,ITF6,18,RESIDENZA AD ALTO TRATTAMENTO,39.3087714,16.3463791,Calabria,Territoriale
149,CAL,ITF,ITF6,18,RIABILITAZIONE CASTROVILLARI,39.8182065,16.1973014,Calabria,Territoriale
150,CAL,ITF,ITF6,18,SADEL DI SALVATORE BAFFA SPA ( EX OLIVET,39.150396,16.7720106,Calabria,Ospedaliero
151,CAL,ITF,ITF6,18,SALUS SPA,37.99130650000001,16.1193007,Calabria,Territoriale
152,CAL,ITF,ITF6,18,STRUTTURA TERRIT. SIDERNO,38.2693662,16.2983085,Calabria,Territoriale
153,CAL,ITF,ITF6,18,TERME SIBARITE S.P.A.,39.7827609,16.320142,Calabria,Territoriale
154,CAM,ITF,ITF3,15,A.O. OO.RR. SANGIOVANNI DI DIO E RUGGI,40.6491106,14.8282683,Campania,Ospedaliero
155,CAM,ITF,ITF3,15,A.O. SANT'ANNA E SAN SEBASTIANO  CASERTA,41.17041649999999,13.8788769,Campania,Ospedaliero
156,CAM,ITF,ITF3,15,A.O.U. 'FEDERICO II' DI NAPOLI,40.8666572,14.2207231,Campania,Ospedaliero
157,CAM,ITF,ITF3,15,A.S.L. AVELLINO,40.9199749,14.7878022,Campania,Ospedaliero
158,CAM,ITF,ITF3,15,A.S.L. BENEVENTO,41.1301355,14.7840726,Campania,Ospedaliero
159,CAM,ITF,ITF3,15,A.S.L. CASERTA,41.0719371,14.3410565,Campania,Ospedaliero
160,CAM,ITF,ITF3,15,A.S.L. NAPOLI 1 CENTRO,40.8783362,14.225719,Campania,Ospedaliero
161,CAM,ITF,ITF3,15,A.S.L. NAPOLI 2 NORD,40.9010277,14.2834825,Campania,Ospedaliero
162,CAM,ITF,ITF3,15,A.S.L. NAPOLI 3 SUD,40.92157359999999,14.4160079,Campania,Ospedaliero
163,CAM,ITF,ITF3,15,A.S.L. SALERNO,40.6745528,14.7779833,Campania,Ospedaliero
164,CAM,ITF,ITF3,15,AZIENDA OSPEDALIERA 'A. CARDARELLI',40.8650935,14.2259131,Campania,Ospedaliero
165,CAM,ITF,ITF3,15,AZIENDA OSPEDALIERA S. G. MOSCATI,40.9255307,14.7998332,Campania,Ospedaliero
166,CAM,ITF,ITF3,15,AZIENDA OSPEDALIERA UNIVERSITARIA UNICAM,40.85074710000001,14.2517047,Campania,Ospedaliero
167,CAM,ITF,ITF3,15,C.F.R. ISTIT. DI RIABILIT. SRL,40.9260331,14.534778,Campania,Territoriale
168,CAM,ITF,ITF3,15,CASA DI CURA VILLA ORTENSIA,41.1106061,14.2080134,Campania,Ospedaliero
169,CAM,ITF,ITF3,15,CENTRO LARS,40.811313,14.6039909,Campania,Territoriale
170,CAM,ITF,ITF3,15,COTUGNO,41.0722842,15.2708654,Campania,Ospedaliero
171,CAM,ITF,ITF3,15,COVID VACCINE CENTER,41.10994729999999,14.8475139,Campania,Territoriale
172,CAM,ITF,ITF3,15,DEA EBOLI BATTIPAGLIA ROCCADASPIDE,40.42569350000001,15.1921819,Campania,Ospedaliero
173,CAM,ITF,ITF3,15,DEA VALLO DELLA LUCANIA,40.2280665,15.2622194,Campania,Ospedaliero
174,CAM,ITF,ITF3,15,ISTITUTO NAZIONALE TUMORI DI NAPOLI,40.8624762,14.222673,Campania,Ospedaliero
175,CAM,ITF,ITF3,15,NEAPOLISANIT  S.R.L.,40.8441488,14.4922463,Campania,Territoriale
176,CAM,ITF,ITF3,15,NUOVO GRAGNANO,40.68257759999999,14.5363969,Campania,Ospedaliero
177,CAM,ITF,ITF3,15,OSPED RIUNITI AREA NOLANA PLESSO POLLENA,40.8518953,14.3753094,Campania,Ospedaliero
178,CAM,ITF,ITF3,15,OSPEDALE ARIANO IRPINO,41.1485118,15.0843018,Campania,Ospedaliero
179,CAM,ITF,ITF3,15,OSPEDALE CIVILE S. GIOVANNI DI DIO,40.9479373,14.2713129,Campania,Ospedaliero
180,CAM,ITF,ITF3,15,OSPEDALE PAUSILIPON,40.848998,14.2318033,Campania,Ospedaliero
181,CAM,ITF,ITF3,15,OSPEDALE RIZZOLI,40.7502673,13.8958666,Campania,Ospedaliero
182,CAM,ITF,ITF3,15,OSPEDALE S.ANGELO DEI LOMBARDI,40.9307513,15.1622267,Campania,Ospedaliero
183,CAM,ITF,ITF3,15,OSPEDALE S.M.DELLE GRAZIE,40.8489041,14.0733011,Campania,Ospedaliero
184,CAM,ITF,ITF3,15,OSPEDALE SAN GIULIANO,40.9232899,14.1995663,Campania,Ospedaliero
185,CAM,ITF,ITF3,15,OSPEDALE SANTOBONO,40.848998,14.2318033,Campania,Ospedaliero
186,CAM,ITF,ITF3,15,OSPEDALI RIUNITI AREA NOLANA PLESSO NOLA,40.9477279,14.5278301,Campania,Ospedaliero
187,CAM,ITF,ITF3,15,P.O. BOSCOTRECASE,40.7665869,14.4521928,Campania,Ospedaliero
188,CAM,ITF,ITF3,15,P.O. MARTIRI DI VILLA MALTA SARNO,40.8118917,14.6005458,Campania,Ospedaliero
189,CAM,ITF,ITF3,15,P.O. MAURO SCARLATO SCAFATI,40.7549042,14.5265667,Campania,Ospedaliero
190,CAM,ITF,ITF3,15,P.O. S. FRANCESCO D ASSISI OLIVETO CITRA,40.6910191,15.236626,Campania,Ospedaliero
191,CAM,ITF,ITF3,15,P.O. S. MARIA DELLA SPERANZA BATTIPAGLIA,40.6144653,14.9736446,Campania,Ospedaliero
192,CAM,ITF,ITF3,15,P.O. UMBERTO I NOCERA INFERIORE,40.745304,14.6499084,Campania,Ospedaliero
193,CAM,ITF,ITF3,15,PO CAPILUPI,40.5497924,14.236377,Campania,Ospedaliero
194,CAM,ITF,ITF3,15,PRESIDIO OSPEDALIERO 'IMMACOLATA' SAPRI,40.0697343,15.618487,Campania,Ospedaliero
195,CAM,ITF,ITF3,15,PRESIDIO OSPEDALIERO 'SAN ROCCO',41.2456892,13.9351461,Campania,Ospedaliero
196,CAM,ITF,ITF3,15,PRESIDIO OSPEDALIERO LUIGI CURTO- POLLA,40.5175381,15.5003626,Campania,Ospedaliero
197,CAM,ITF,ITF3,15,PRESIDIO OSPEDALIERO MADDALONI,41.0433534,14.3799931,Campania,Ospedaliero
198,CAM,ITF,ITF3,15,PRESIDIO OSPEDALIERO MARCIANISE,41.0283912,14.3153727,Campania,Ospedaliero
199,CAM,ITF,ITF3,15,PRESIDIO OSPEDALIERO OSPEDALE DEL MARE,40.8509986,14.3447737,Campania,Ospedaliero
200,CAM,ITF,ITF3,15,PRESIDIO OSPEDALIERO PIEDIMONTE MATESE,41.3535037,14.3561885,Campania,Ospedaliero
201,CAM,ITF,ITF3,15,PRESIDIO OSPEDALIERO RUMMO,41.1193385,14.7945288,Campania,Ospedaliero
202,CAM,ITF,ITF3,15,PRESIDIO OSPEDALIERO S.G.MOSCATI AVERSA,40.9579244,14.2089065,Campania,Ospedaliero
203,CAM,ITF,ITF3,15,PRESIDO OSPEDALIERO DI AGROPOLI,40.3406625,14.9979476,Campania,Ospedaliero
204,CAM,ITF,ITF3,15,S.  LEONARDO,26.158457,-80.1175884,Campania,Ospedaliero
205,EMR,ITH,ITH5,8,"""POLIAMBULATORI"" CASA DELLA SALUTE DI BONDENO",44.8804522,11.4141364,Emilia-Romagna,Territoriale
206,EMR,ITH,ITH5,8,AKKANTO 01 / D,44.5967607,11.2186396,Emilia-Romagna,Territoriale
207,EMR,ITH,ITH5,8,AMB. VACCINALE AUSL BOLOGNA C/O IOR BOLOGNA,44.4897727,11.346797,Emilia-Romagna,Territoriale
208,EMR,ITH,ITH5,8,AMB. VACCINALE COVID BOLOGNA RONCATI VIA S ISAIA,44.493327,11.325978,Emilia-Romagna,Territoriale
209,EMR,ITH,ITH5,8,"AMBULATORIO C/O CASA DELLA SALUTE ""CITTADELLA SAN ROCCO""",44.8327566,11.6314477,Emilia-Romagna,Territoriale
210,EMR,ITH,ITH5,8,AZIENDA OSPEDALIERO-UNIVERSITARIA DI FERRARA,44.7992809,11.6970199,Emilia-Romagna,Territoriale
211,EMR,ITH,ITH5,8,AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR,44.8006724,10.3084285,Emilia-Romagna,Ospedaliero
212,EMR,ITH,ITH5,8,AZIENDA USL BOLOGNA,44.5038322,11.3431874,Emilia-Romagna,Ospedaliero
213,EMR,ITH,ITH5,8,AZIENDA USL DELLA ROMAGNA,44.2250941,12.0509753,Emilia-Romagna,Ospedaliero
214,EMR,ITH,ITH5,8,AZIENDA USL FERRARA,44.840613,11.6087525,Emilia-Romagna,Ospedaliero
215,EMR,ITH,ITH5,8,AZIENDA USL IMOLA,44.3560441,11.7058509,Emilia-Romagna,Ospedaliero
216,EMR,ITH,ITH5,8,AZIENDA USL MODENA,44.6470035,10.9319202,Emilia-Romagna,Ospedaliero
217,EMR,ITH,ITH5,8,AZIENDA USL PARMA,44.8012242,10.3160935,Emilia-Romagna,Ospedaliero
218,EMR,ITH,ITH5,8,AZIENDA USL PIACENZA,45.05695799999999,9.7000896,Emilia-Romagna,Ospedaliero
219,EMR,ITH,ITH5,8,AZIENDA USL REGGIO EMILIA,44.6870353,10.6644117,Emilia-Romagna,Ospedaliero
